match id,team1,team1_id,team1_roster_ids,team2,team2_id,team2_roster_ids,winner,winner_id,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,season_type,time_of_day,city_venue,city_venue_encoded,toss_winner_01,toss_decision_01,team_wickets_last15_ratio,team1_economy_last15,team2_economy_last15,team_avg_wickets_last15_ratio
9516415,Mi Is,30435,238727.0:5043310.0:7537004.0:3125562.0:8191868.0:8713270.0:6249256.0:4171859.0:8227974.0:230775.0:1907352.0:8118914.0,Ci Sr Ks,30414,2653993.0:7422673.0:1945425.0:5001170.0:232000.0:1642738.0:196580.0:2294823.0:3519011.0:2658445.0:5757884.0:3130840.0,Ci Sr Ks,30414,Ci Sr Ks,field,We Sm Mi,Mumbai,08-04-2023,night match,In Pr Le,2023,5004,0.789473684,1,161.7333333,33.33,164.4666667,0,2,Mumbai_We Sm Mi,0.021097046,1,0,0.652631579,7.674418605,8.471115538,0.92381845
9592470,Mi Is,30435,5043310.0:238727.0:7537004.0:3125562.0:8191868.0:6249256.0:8058924.0:2022957.0:8227974.0:230775.0:1907352.0:8442286.0,Lw Sr Gs,48334,2436405.0:6698110.0:3299407.0:2275097.0:8058903.0:4230127.0:3479860.0:2970652.0:8228100.0:5554142.0:7924048.0:7491385.0,Mi Is,30435,Mi Is,bat,MA Cm Sm Ck Ci,Chennai,24-05-2023,night match,In Pr Le,2023,2050,1.333333333,1.975609756,177.8666667,0,159.1071429,0,2,Chennai_MA Cm Sm Ck Ci,0.006329114,0,1,0.517241379,8.580310881,7.829414109,0.936647955
9128510,Ka Kt Rs,30400,5959834.0:37351.0:4497646.0:1613919.0:4231702.0:1663885.0:1934099.0:3429236.0:8779896.0:2632825.0:7758638.0,Ss Hd,36014,7491294.0:1945355.0:3127354.0:4203499.0:4230127.0:2642751.0:3693654.0:4874820.0:2282125.0:5618038.0:8725709.0,Ss Hd,36014,Ss Hd,field,Be Sm Mi,Mumbai,15-04-2022,night match,In Pr Le,2022,2764,1.714285714,1.487804878,148.8666667,100,183.625,0,2,Mumbai_Be Sm Mi,0.012658228,1,0,1.098591549,7.229452055,7.846153846,1.001508296
9085222,Le,8301,4873028.0:6176246.0:3218291.0:3643870.0:2658431.0:4887336.0:6003584.0:7651657.0:8845850.0:5554142.0:5528116.0,Ne,8987,4003390.0:1749075.0:3651472.0:5516720.0:125915.0:34061.0:130437.0:6019306.0:4420828.0:2083157.0:2295642.0,Le,8301,Le,bat,Tt Be Nm,Nottingham,21-06-2022,day/night match,Vy Bt,2022,251,0.909090909,2.904761905,157,33.33,146.8214286,0,0,Nottingham_Tt Be Nm,0.016877637,0,1,0.948979592,7.933247754,8.059756098,1.033163265
9085320,Ye,10618,6718326.0:1762060.0:3294444.0:2157770.0:6381962.0:6460614.0:5367676.0:5361166.0:8050160.0:7804677.0:4527942.0,Ne,8917,6374878.0:2286472.0:2158869.0:4645304.0:2858904.0:2486896.0:3636821.0:3648203.0:164604.0:2087700.0:2082387.0,Ye,10618,Ne,field,Cy Gd Nn,Northampton,24-06-2022,day/night match,Vy Bt,2022,1637,0.666666667,1,157.6,100,172.6818182,0,0,Northampton_Cy Gd Nn,0.012658228,1,0,1.126760563,8.300194932,8.932432432,0.997736276
9516632,Rl Cs Be,30393,1776627.0:313809.0:7861524.0:2275195.0:7586970.0:210328.0:5972868.0:5490666.0:212029.0:6586824.0:2018001.0:2733380.0,Lw Sr Gs,48334,2436405.0:8058903.0:3299407.0:3479860.0:2275097.0:4230127.0:2970652.0:8228100.0:217762.0:5554142.0:2954769.0:7491385.0,Rl Cs Be,30393,Rl Cs Be,bat,Bt Ra Si Al Bi Ve Ea Ct Sm Lw,Lucknow,01-05-2023,night match,In Pr Le,2023,23498,1.125,1.487804878,184.5333333,100,146.45,0,2,Lucknow_Bt Ra Si Al Bi Ve Ea Ct Sm Lw,0.005274262,0,1,0.674796748,8.157009346,7.817761332,0.983730337
9272689,Sy Ss,33956,7869987.0:1870357.0:3535783.0:41740.0:3063696.0:34061.0:8146998.0:4756982.0:2790675.0:49496.0:8355808.0,Ae Ss,33914,4239038.0:3710090.0:2285051.0:3681957.0:387778.0:8415854.0:7455818.0:2286388.0:6718844.0:5863290.0:3890998.0,Sy Ss,33956,Ae Ss,field,Il Ss Sm Cs Hr,Coffs Harbour,17-01-2023,night match,Bg Bh Le,2022/23,11206,1.444444444,4.80952381,157.8,75,151.5,1,2,Coffs Harbour_Il Ss Sm Cs Hr,0.002109705,1,0,1.515625,7.69249845,8.394207562,1.13021978
9639125,An,293,6818622.0:5554212.0:6450576.0:181404.0:3668356.0:5736016.0:5554282.0:5554254.0:6818776.0:6819238.0:6817628.0,Bh,188,3758565.0:6551978.0:4403419.0:6930230.0:393014.0:8127321.0:4403454.0:6486416.0:2316327.0:2436356.0:3769555.0,Bh,188,Bh,field,St Il Ct Sm,Sylhet,16-07-2023,day/night match,An tr of Bh,2023,10961,0.466666667,0.344262295,152.6,50,162.4090909,0,0,Sylhet_St Il Ct Sm,0.012658228,1,0,1.166666667,7.864044944,7.397354802,1.066666667
9433696,Ex,7258,4489974.0:6065548.0:5406064.0:6364588.0:5788320.0:5436878.0:7671306.0:3030733.0:8044490.0:7688848.0:6258734.0,He,7727,4223883.0:2076192.0:8822729.0:5241564.0:2020332.0:3162487.0:1482249.0:1482998.0:2173688.0:5788418.0:8833075.0,He,7727,He,field,Te Re Bl Sn,Southampton,23-06-2023,day/night match,Vy Bt,2023,8301,1.066666667,1,186.2,25,146.2,0,0,Southampton_Te Re Bl Sn,0.020042194,1,0,1.012345679,8.644144144,8.038334435,1.006134969
9657059,Ra,1350,8058805.0:8089192.0:8089276.0:8058812.0:8964668.0:8913876.0:8058798.0:8089206.0:8964710.0:8058840.0:8913897.0,Ua,251,1634709.0:3719197.0:9663968.0:7906968.0:5120674.0:8246440.0:8246419.0:8964843.0:182986.0:7753549.0:2943443.0,Ua,251,Ra,bat,Ga Cb Gd Ni,Nairobi,11-06-2023,day match,Ua tr of Ka,2023,4913,0.333333333,0.012345679,,0,132,0,1,Nairobi_Ga Cb Gd Ni,0.011603376,0,1,0.090909091,0,6.823255814,0.696969697
9457468,Cm Cs,40424,7864009.0:4502392.0:6551978.0:2804122.0:5736100.0:393182.0:2820957.0:7084972.0:6149268.0:4403468.0:351448.0,Ca Vs,40298,3758565.0:2263736.0:1965151.0:2331475.0:5771800.0:5017144.0:3850944.0:3850972.0:6528668.0:6931168.0:4769148.0,Ca Vs,40298,Cm Cs,bat,Zr Ad Cy Sm Cm,Chattogram,16-01-2023,night match,Bh Pr Le,2022/23,13530,0.615384615,1.487804878,163.3846154,0,157.1666667,1,2,Chattogram_Zr Ad Cy Sm Cm,0.016877637,0,1,0.649122807,8.795811518,8.314720812,0.982300885
9866373,Oo,18360,2319638.0:8444855.0:4172706.0:7907444.0:6317142.0:7918280.0:8354716.0:7907479.0:3490150.0:7213856.0:4195827.0,Wn,18570,9036516.0:8271969.0:3913447.0:9523954.0:8354786.0:6718410.0:7907486.0:3083667.0:4950294.0:4950266.0:4195708.0,Wn,18570,Oo,bat,Mx Pk Aa,Alexandra,28-12-2023,day/night match,Sr Sh,2023/24,5382,1.4,1.487804878,165.7333333,0,,1,0,Alexandra_Mx Pk Aa,0.001054852,0,1,0.587301587,8.960760999,7.630831643,0.829346093
9680264,Da Aa,47508,5490596.0:4403531.0:4403545.0:4223883.0:3260564.0:2335381.0:4769148.0:4771780.0:5047300.0:4403573.0:8277716.0,Co Ss,47487,7200598.0:2437021.0:3008291.0:7520344.0:2104416.0:3364234.0:2437049.0:4365878.0:8106629.0:8363578.0:2590293.0,Da Aa,47508,Da Aa,bat,R Pa Sm Co,Colombo,12-08-2023,night match,La Pr Le,2023,7041,1.125,3.857142857,148.6,80,137.8,0,2,Colombo_R Pa Sm Co,0.022151899,0,1,0.8,7.432542927,7.759849906,1.067587
9352356,Ed,20,2082044.0:6282856.0:1655436.0:6381962.0:62432.0:2162782.0:2827327.0:4640824.0:1711492.0:4174932.0:7276380.0,Nw Zd,48,6718326.0:2653993.0:4381761.0:5764576.0:3069954.0:2672214.0:3519011.0:3156033.0:3913475.0:1626561.0:3456424.0,Ed,20,Ed,bat,Od Td Mr,Manchester,01-09-2023,night match,Nw Zd tr of Ed,2023,538,1.15,1,169.7333333,50,149.0666667,0,2,Manchester_Od Td Mr,0.014767932,0,1,0.95412844,8.140449438,8.254352031,1.017245817
9433598,Ne,8917,4873700.0:8040164.0:2286472.0:6640178.0:4645304.0:2157770.0:3216569.0:3648203.0:3636821.0:2082387.0:8040136.0,Ye,10618,1762060.0:1655436.0:8033304.0:1637320.0:8050160.0:3620742.0:1547993.0:7651657.0:5367676.0:4527942.0:8070915.0,Ne,8917,Ne,bat,Hy Ls,Leeds,20-06-2023,day match,Vy Bt,2023,1266,0.866666667,0.75308642,179.4,0,169.8,0,1,Leeds_Hy Ls,0.014767932,0,1,1.079545455,8.954140127,8.819362456,1.110421408
9432989,Bm Bs,10366,2124002.0:7681869.0:3612286.0:3890963.0:8210789.0:8044112.0:1730658.0:7184666.0:2170762.0:3245689.0:2855138.0,Ye,10618,1762060.0:1655436.0:2082044.0:1637320.0:6095508.0:8050160.0:7651657.0:5367676.0:4527942.0:8070915.0:8027396.0,Bm Bs,10366,Ye,field,En Bm,Birmingham,20-05-2023,day/night match,Vy Bt,2023,1161,0.6,1,172,50,148.9666667,0,0,Birmingham_En Bm,0.026371308,1,0,1.372881356,8.595419847,8.941935484,1.018802573
9027381,Ad,17583,1945390.0:5764576.0:4949776.0:7873984.0:3935854.0:3913440.0:8765154.0:3456424.0:270262.0:8354835.0:7878765.0,Cy,17653,2659243.0:4381747.0:4381705.0:3682160.0:3834361.0:8706179.0:6739830.0:1495731.0:4136404.0:8482788.0:3834319.0,Cy,17653,Cy,field,En Pk Ad,Auckland,07-01-2022,day/night match,Sr Sh,2021/22,1994,0.75,0.75308642,150.6666667,0,108.5,1,0,Auckland_En Pk Ad,0.003164557,1,0,0.825396825,7.839762611,8.09325562,0.93968254
9271765,Ky Fs,47480,5506486.0:4403538.0:5490624.0:6710850.0:3668356.0:5490666.0:4690104.0:4365878.0:8136659.0:6401982.0:2691688.0,Da Aa,47508,7787772.0:8363221.0:2097017.0:2398346.0:3061225.0:8520105.0:8464343.0:8277716.0:5548318.0:8067037.0:5786836.0,Ky Fs,47480,Ky Fs,bat,R Pa Sm Co,Colombo,18-12-2022,night match,La Pr Le,2022/23,7041,0.454545455,1.975609756,150.8571429,66.67,129.9333333,1,2,Colombo_R Pa Sm Co,0.022151899,0,1,1.780487805,7.756440281,7.161066049,1.113201867
9076815,Mr Gp Da,40452,2939124.0:393371.0:6930580.0:392188.0:1934099.0:391621.0:2820957.0:2296195.0:393889.0:2104346.0:6526498.0,Ka Ts,42573,6930174.0:363047.0:2104332.0:392216.0:4403426.0:1634611.0:5831622.0:391271.0:392979.0:5554142.0:2630081.0,Ka Ts,42573,Ka Ts,field,Se Ba Nl Sm Mr,Dhaka,21-01-2022,night match,Bh Pr Le,2021/22,14188,0.6,1,,0,112.8846154,1,2,Dhaka_Se Ba Nl Sm Mr,0.032700422,1,0,1.026315789,9.308641975,7.529258778,0.990161002
9331097,Ga,12389,5785492.0:4944400.0:8041445.0:5699700.0:7586970.0:2956407.0:3509428.0:8422987.0:2034479.0:5062462.0:5758766.0:5758780.0,Di,12046,5636658.0:6785666.0:9047499.0:7861524.0:4231702.0:8058903.0:6511336.0:8149315.0:4901182.0:7581244.0:6619794.0:9047954.0,Di,12046,Di,field,Si Mh Sm Jr,Jaipur,20-10-2022,day match,Sd Mq Ai Ty,2022/23,4661,0.125,0.672131148,168.6666667,0,127.9,1,1,Jaipur_Si Mh Sm Jr,0.016877637,1,0,0.6875,6.228571429,7.718832891,1.142857143
9290966,Ia,55,2954769.0:1776627.0:3125562.0:6521080.0:3479860.0:210328.0:3882850.0:184960.0:3130840.0:2282125.0:7881845.0,An,293,5554212.0:6818622.0:6450576.0:5554282.0:3668356.0:181404.0:5736016.0:5554254.0:6818776.0:3976965.0:6819238.0,Ia,55,An,field,Di Il Ct Sm,Dubai,08-09-2022,night match,Ia tr of Ud Ab Es,2022,17086,2.571428571,1,173.2666667,100,145.1333333,0,2,Dubai_Di Il Ct Sm,0.009493671,1,0,0.825,7.797921478,7.23752255,0.900359636
9051055,Mn Ss,44904,1637320.0:2263736.0:302875.0:2231928.0:6249256.0:5017144.0:2157770.0:2214554.0:8427978.0:284339.0:8109779.0,Qa Gs,40592,2437035.0:7694581.0:3651472.0:1594333.0:7881866.0:3364234.0:2437049.0:1893401.0:302868.0:8106629.0:8106713.0,Mn Ss,44904,Qa Gs,field,Nl Sm Ki,Karachi,31-01-2022,night match,Pn Sr Le,2021/22,3422,1.777777778,1.975609756,171.0769231,50,169.4666667,1,2,Karachi_Nl Sm Ki,0.020042194,1,0,0.868852459,7.516888434,8.02448355,1.036426945
9272437,Sy Tr,33963,1749075.0:7572123.0:2231928.0:7534652.0:5788320.0:2335381.0:5497274.0:5509524.0:3497633.0:6521234.0:6819238.0,Ae Ss,33914,5469008.0:4239038.0:2286472.0:3681957.0:387778.0:8415854.0:4992378.0:5554254.0:6718844.0:5863290.0:55299.0,Ae Ss,33914,Sy Tr,bat,Ae Ol,Adelaide,20-12-2022,night match,Bg Bh Le,2022/23,930,0.75,0.50617284,164.4,40,155.9666667,1,2,Adelaide_Ae Ol,0.012658228,0,1,1.178082192,8.166157605,8.166797797,1.030155291
9489444,Ln St,46773,4655384.0:3200973.0:4489974.0:1611364.0:2672214.0:74087.0:5436878.0:1482998.0:5367676.0:5788418.0:3901099.0,Wh Fe,46752,4421689.0:2082044.0:4003390.0:2450895.0:3239102.0:5764576.0:2157770.0:334963.0:3546297.0:3456424.0:2538983.0,Wh Fe,46752,Ln St,bat,Sa Gs Cf,Cardiff,20-08-2023,night match,Te Hd Ms Cn,2023,4521,1.5,1,149.5333333,0,151.1,0,2,Cardiff_Sa Gs Cf,0.012658228,0,1,1.040983607,8.436023622,8.089447236,0.952433628
9176320,Nw Zd,48,1585457.0:6718326.0:3083632.0:2672214.0:5764576.0:2486896.0:3519011.0:3913475.0:3456424.0:6718396.0:5984376.0,Ns,118,1635997.0:4502392.0:7253350.0:1539208.0:7891232.0:7905309.0:3083667.0:8354849.0:4164985.0:8947777.0:8404325.0,Nw Zd,48,Nw Zd,bat,Sk Wt Te He,The Hague,04-08-2022,day/night match,Nw Zd tr of Ns,2022,17765,3.6,1.975609756,163.6,0,,0,0,The Hague_Sk Wt Te He,0.001054852,0,1,4.642857143,8.209335219,7.471458774,1.013566194
9388483,Ad,17583,1945390.0:8765154.0:8144184.0:3935854.0:4949776.0:3913440.0:6718438.0:5560190.0:7565697.0:8354835.0:7878765.0,Cl Ds,17744,8212917.0:3558316.0:3834256.0:3083632.0:8354800.0:4950364.0:8447396.0:8435699.0:4170494.0:9475766.0:6496118.0,Cl Ds,17744,Cl Ds,field,En Pk Or Ol Ad,Auckland,14-01-2023,day match,Sr Sh,2022/23,5081,0.642857143,0.344262295,153.4,66.67,133.2222222,1,1,Auckland_En Pk Or Ol Ad,0.004219409,1,0,1.658536585,8.267085625,8.18469657,0.965277778
9290609,Pn,62,2263736.0:2437021.0:8180570.0:1637320.0:3364234.0:2437049.0:5017144.0:8106629.0:2437077.0:8131255.0:8427978.0,Ed,20,4685568.0:1749075.0:1655436.0:3651472.0:6381962.0:62432.0:4640824.0:2157770.0:1711492.0:4012203.0:3312350.0,Ed,20,Ed,field,Nl Sm Ki,Karachi,20-09-2022,night match,Ed tr of Pn,2022,3422,1.235294118,0.344262295,161.3333333,33.33,172.8666667,0,2,Karachi_Nl Sm Ki,0.020042194,1,0,0.780952381,8.287206266,8.26340882,0.900863102
9407614,Pa Cs,48929,4685568.0:6282856.0:2231928.0:3406717.0:3747764.0:4167855.0:2486896.0:1858961.0:4888414.0:1711492.0:3373866.0,Ss En Ce,48943,1963443.0:2269833.0:7787772.0:4203499.0:4171859.0:3239102.0:3162487.0:4874820.0:2658445.0:4626236.0:3747484.0,Pa Cs,48929,Ss En Ce,field,St Gs Pk Ga,Gqeberha,12-01-2023,day/night match,S0,2022/23,1224,0.857142857,1,,0,140.2666667,1,0,Gqeberha_St Gs Pk Ga,0.006329114,1,0,0.851485149,7.589539511,7.595447491,0.960867842
9823057,Ud Ab Es,202,8688952.0:7990828.0:8250115.0:2206637.0:8127279.0:8463783.0:8489816.0:8688973.0:4767482.0:2691688.0:9471244.0,Nl,237,5563004.0:7409611.0:4908518.0:7993551.0:7507429.0:5562962.0:8776767.0:5604738.0:8127167.0:8296644.0:7409569.0,Nl,237,Nl,field,Mi Ct Gd,Kathmandu,23-10-2023,day match,Ud Ab Es tr of Nl,2023/24,24044,1,0.50617284,152.4,66.67,146.5,1,1,Kathmandu_Mi Ct Gd,0.007383966,1,0,1.851851852,6.935521688,6.172413793,1.146179402
9516730,Mi Is,30435,5043310.0:238727.0:3125562.0:8058924.0:5126064.0:6249256.0:7537004.0:2022957.0:230775.0:1907352.0:8118914.0:8442286.0,Gt Ts,48341,1958683.0:7491224.0:4377610.0:3339160.0:2252452.0:5452754.0:2966879.0:5554254.0:8277716.0:4690230.0:3373285.0:3759846.0,Mi Is,30435,Gt Ts,field,We Sm Mi,Mumbai,12-05-2023,night match,In Pr Le,2023,5004,1.1875,1,171.6666667,100,171.7,0,2,Mumbai_We Sm Mi,0.021097046,1,0,0.672131148,7.981785064,7.784741144,0.937736037
9692472,Ia,55,8058959.0:7422673.0:8191868.0:2981614.0:5061748.0:5001170.0:5038018.0:7881845.0:4377694.0:8228100.0:6420126.0,Id,216,2123974.0:2124002.0:6496412.0:6729862.0:4171460.0:2436251.0:3685100.0:2436426.0:2550414.0:6496482.0:6496426.0,Ia,55,Id,field,Me Dn,Dublin,20-08-2023,day match,Ia tr of Id,2023,6831,3,1,179.9333333,100,160.3333333,0,1,Dublin_Me Dn,0.001054852,1,0,0.803921569,8.340288925,7.921092564,0.974759133
9027262,Cy,17653,2659243.0:2721627.0:2672214.0:3682160.0:3834361.0:8706179.0:6739830.0:1495731.0:3546297.0:8482788.0:3834319.0,Ad,17583,1945390.0:4949776.0:3069954.0:5764576.0:3935854.0:3913440.0:270262.0:3456424.0:6718438.0:8354835.0:7878765.0,Cy,17653,Ad,field,Hy Ol Ch,Christchurch,18-01-2022,night match,Sr Sh,2021/22,664,0.916666667,1,162.6,100,157.8333333,1,2,Christchurch_Hy Ol Ch,0.010548523,1,0,1.263157895,7.944751381,7.963072378,1.120778612
9433878,Sy,9876,6282856.0:1798705.0:2089079.0:4640824.0:3573723.0:2022957.0:1613919.0:7672657.0:2790675.0:7276380.0:6646940.0,Le,8182,4685568.0:2162782.0:82228.0:2827327.0:2672214.0:2450895.0:1837205.0:4425224.0:8055417.0:4012203.0:3312364.0,Sy,9876,Sy,bat,Od Td Mr,Manchester,07-07-2023,day/night match,Vy Bt,2023,538,0.777777778,0.75308642,192,0,151.2,0,0,Manchester_Od Td Mr,0.014767932,0,1,1.5125,8.049861496,8.554533509,1.121786326
9433640,Ne,8987,4003390.0:1749075.0:1626526.0:4172447.0:5516720.0:125915.0:130437.0:7507303.0:6019306.0:4420828.0:2904943.0,Le,8301,4873028.0:2340372.0:6003584.0:2658431.0:4887336.0:8845850.0:6342384.0:7161426.0:5528116.0:3673914.0:6081914.0,Ne,8987,Ne,bat,Ge Rd Lr,Leicester,20-06-2023,day/night match,Vy Bt,2023,1378,1.714285714,1.487804878,164.5333333,50,154.6666667,0,0,Leicester_Ge Rd Lr,0.014767932,0,1,1.711864407,8.459376909,8.152173913,1.098490048
9085089,Ex,7258,3200973.0:6065548.0:5406064.0:5436878.0:6364588.0:5788320.0:3030733.0:4460154.0:1499868.0:7688848.0:5404440.0,Sx,9967,2263736.0:164233.0:8820496.0:4215098.0:74087.0:5554254.0:4411231.0:6311612.0:8006676.0:3214812.0:1471994.0,Ex,7258,Sx,field,Cy Gd Cd,Chelmsford,17-06-2022,night match,Vy Bt,2022,2239,0.529411765,1,155.5333333,0,137.5555556,0,2,Chelmsford_Cy Gd Cd,0.011603376,1,0,1.283783784,7.896057348,8.183500386,1.025782248
9272724,Sy Ss,33956,7869987.0:1870357.0:3535783.0:41740.0:3063696.0:34061.0:8146998.0:4756982.0:2790675.0:8355808.0:49496.0,Sy Tr,33963,7572123.0:1539236.0:8183475.0:7534652.0:2335381.0:5788320.0:1612610.0:9070970.0:5509524.0:3497633.0:2437077.0,Sy Ss,33956,Sy Ss,bat,Sy Ct Gd,Sydney,21-01-2023,night match,Bg Bh Le,2022/23,937,1.3,4.80952381,164.3333333,80,149.3928571,1,2,Sydney_Sy Ct Gd,0.012658228,0,1,1.745762712,7.540785498,8.67804878,1.153192935
9407719,Pa Cs,48929,4403531.0:6282856.0:3406717.0:2231928.0:4167855.0:2486896.0:4888414.0:1858961.0:3747764.0:1711492.0:3373866.0,Pl Rs,48950,2089079.0:3009215.0:2162782.0:1837205.0:2252452.0:4887406.0:4239780.0:3845029.0:3872756.0:3794174.0:2654028.0,Pl Rs,48950,Pa Cs,bat,Bd Pk Pl,Paarl,22-01-2023,day match,S0,2022/23,7230,0.619047619,1.490196078,140.75,0,122.75,1,1,Paarl_Bd Pk Pl,0.003164557,0,1,1.182926829,7.503289474,7.440162272,0.947792636
